,Registration_Number,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,CTC,Joining_date,Leaving_date,Role,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Deg,Branch,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GradYear
77,201201078,-0.159,-0.2871,0.4711,0.2727,-0.4776,510,355,340,0.12301673199999999,285,-1,-1,-1,-1,-1,-1,120000,01-07-2014 00:00,present,test engineer,-1,m,18-02-1992 00:00,76.0,state board,2009,72.0,state board,7668,2.0,B.Tech/B.E.,computer science & engineering,63.2,7668,0,Tamil Nadu,2013.0
78,201201079,0.8463,1.3779,1.3933,0.653,-0.2859,535,435,440,0.20739217,355,260,530,-1,-1,-1,-1,325000,01-12-2014 00:00,01-04-2015 00:00,system engineer,Mysore,f,05-05-1993 00:00,86.4,cbse,2010,78.2,cbse,6639,2.0,B.Tech/B.E.,electronics and communication engineering,73.5,6639,1,Karnataka,2014.0
79,201201080,0.5591,-0.4536,0.01,-0.4879,0.6721,405,545,450,0.649389715,375,356,-1,-1,-1,-1,-1,100000,01-08-2013 00:00,01-05-2014 00:00,software developer,-1,f,17-05-1992 00:00,86.0,state board,2009,95.0,state board,5582,2.0,B.Tech/B.E.,electronics and communication engineering,78.6,5582,0,Telangana,2013.0
80,201201081,-0.4463,0.2124,0.3174,-1.5021,-0.2859,665,595,705,0.744758354,505,-1,438,-1,-1,-1,-1,300000,01-08-2014 00:00,present,assistant software engineer,Bangalore,m,26-09-1992 00:00,84.83,cbse,2010,82.4,cbse,2831,2.0,B.Tech/B.E.,computer science & engineering,74.14,2831,0,Uttar Pradesh,2014.0
81,201201082,1.4208,0.5454,-0.2974,1.0333,-0.6692,555,475,415,0.694479328,-1,366,-1,-1,-1,393,-1,280000,01-10-2014 00:00,01-04-2015 00:00,faculty,New Delhi,m,05-07-1990 00:00,72.3,icse,2008,60.2,cbse,7493,2.0,B.Tech/B.E.,electronics and communication engineering,69.38,7493,1,Rajasthan,2013.0
82,201201083,-0.4173,0.1888,-0.4891,0.4148,0.8183,395,455,475,0.694479328,195,366,-1,-1,-1,-1,-1,215000,01-10-2014 00:00,01-03-2015 00:00,entry level management trainee,New Delhi,f,15-03-1987 00:00,69.0,cbse,2005,62.6,cbse,5974,2.0,B.Tech/B.E.,electrical engineering,76.25,5974,0,Madhya Pradesh,2010.0
83,201201084,0.1282,-0.1206,0.9322,1.5404,0.0973,430,450,385,-1.0,-1,-1,-1,-1,-1,-1,-1,145000,01-06-2014 00:00,01-08-2014 00:00,customer service representative,Jaipur,m,23-11-1993 00:00,80.0,state board,2010,70.0,state board,8067,2.0,B.Tech/B.E.,electronics and communication engineering,55.0,8067,1,Rajasthan,2014.0
84,201201085,-2.272,-0.2793,-1.2148,0.8848,-0.7615,375,535,534,0.600057182,435,-1,-1,-1,-1,-1,-1,445000,01-11-2011 00:00,present,software test engineer,Pune,f,10-05-1987 00:00,,0,2004,71.33,0,2208,2.0,MCA,computer application,61.0,2208,1,Maharashtra,2010.0
85,201201086,0.99,1.0449,1.7007,-2.0092,0.2889,455,595,500,0.20739217,225,260,-1,-1,-1,-1,-1,315000,01-07-2015 00:00,present,firmware engineer,noida ,m,18-08-1993 00:00,86.16,cbse,2011,70.08,cbse,6842,2.0,B.Tech/B.E.,electronics and communication engineering,63.13,6842,0,Uttar Pradesh,2015.0
86,201201087,0.8463,1.3779,1.0859,-0.995,1.247,415,440,355,0.48834797700000004,405,-1,-1,-1,-1,-1,-1,100000,01-10-2013 00:00,01-02-2015 00:00,php developer,Kolkata,f,13-11-1987 00:00,75.0,state board,2010,78.0,west bengal state council of technical education,9600,2.0,B.Tech/B.E.,computer engineering,71.1,9600,1,West Bengal,2013.0
87,201201088,0.7027,0.8784,0.3174,-1.1218,0.4805,605,470,355,0.843123727,515,-1,-1,-1,-1,-1,-1,200000,01-01-2015 00:00,01-04-2015 00:00,software developer,Noida,m,01-05-1992 00:00,56.0,cbse,2009,56.0,state board,1571,2.0,MCA,computer application,62.0,1571,0,Uttar Pradesh,2015.0
88,201201089,0.8463,1.2114,1.2396,-0.1076,1.247,640,605,400,0.842248322,425,-1,469,-1,-1,-1,-1,220000,01-10-2014 00:00,present,research associate,Hyderabad,f,21-02-1992 00:00,87.0,cbse,2008,60.0,cbse,2929,2.0,B.Tech/B.E.,computer science & engineering,70.82,2929,0,Uttar Pradesh,2013.0
89,201201090,0.8192,1.0858,-0.4891,-0.7603,-0.1295,545,580,430,0.635978756,445,-1,-1,-1,-1,-1,-1,370000,01-03-2013 00:00,present,project engineer,Kolkata,m,01-01-1991 00:00,79.25,wbbse,2008,80.0,wbchse,6485,2.0,B.Tech/B.E.,information technology,79.9,6485,0,West Bengal,2012.0
90,201201091,1.2828,1.7878,1.1437,-0.6428,0.5024,495,565,575,0.37605958700000003,335,300,-1,-1,-1,260,-1,145000,01-05-2013 00:00,present,research analyst,Pune,m,31-05-1991 00:00,88.66,maharashtra state board,2008,84.33,maharashtra state board,6779,2.0,B.Tech/B.E.,electronics & telecommunications,60.0,6779,1,Maharashtra,2012.0
91,201201092,1.4208,-0.7866,-0.1437,-1.5021,-0.4776,405,470,370,-1.0,475,-1,500,-1,-1,-1,-1,275000,01-04-2014 00:00,01-04-2015 00:00,quality engineer,Bangalore,m,03-06-1991 00:00,80.8,state board,2009,75.0,state board,6506,2.0,B.Tech/B.E.,electronics and communication engineering,77.38,6506,1,Karnataka,2013.0
92,201201093,0.4155,0.5454,0.9322,-0.6147,0.8637,315,435,355,0.356536488,335,-1,346,-1,-1,-1,-1,1500000,01-11-2014 00:00,01-07-2014 00:00,application developer,Hyderabad,m,04-01-1992 00:00,79.0,state board,2009,87.9,state board,8046,2.0,B.Tech/B.E.,computer science & engineering,66.0,8046,1,Telangana,2013.0
93,201201094,0.4155,0.3789,-0.9122,-1.1218,-0.8608,405,470,545,-1.0,-1,-1,-1,-1,-1,-1,-1,325000,01-10-2014 00:00,01-12-2015 00:00,software engineer,Gurgaon,m,31-03-1992 00:00,70.0,icse,2010,65.0,cbse,3209,2.0,B.Tech/B.E.,information technology,66.0,3209,0,Chhattisgarh,2014.0
94,201201095,1.4208,1.2114,0.6248,-0.995,-0.2859,605,520,325,0.33878634700000004,455,292,-1,-1,-1,-1,-1,275000,01-07-2013 00:00,01-09-2013 00:00,programmer,Bangalore,m,16-08-1990 00:00,,icse,2008,68.5,icse,3153,2.0,B.Tech/B.E.,applied electronics and instrumentation,61.5,3153,0,Orissa,2013.0
95,201201096,0.6646,1.4368,-0.0537,0.8848299999999999,0.5024,515,475,445,0.670743151,455,-1,-1,-1,-1,-1,-1,425000,01-06-2012 00:00,present,systems engineer,HYDERABAD,f,10-08-1990 00:00,83.5,ssc,2008,94.2,ssc,5778,2.0,B.Tech/B.E.,information technology,88.2,5778,0,Andhra Pradesh,2012.0
96,201201097,-0.7264,0.1888,-1.2148,-0.5253,1.1343,515,565,554,0.600057182,435,-1,-1,-1,-1,-1,-1,450000,01-04-2011 00:00,01-12-2014 00:00,software engineer,Bangalore,m,25-03-1988 00:00,65.0,icse board,2006,66.0,isc board,2579,2.0,B.Tech/B.E.,information technology,64.0,2579,0,Uttar Pradesh,2010.0
97,201201098,0.5591,1.2114,1.8543,0.1459,0.0973,710,605,605,0.744758354,405,-1,438,-1,-1,-1,-1,300000,01-09-2014 00:00,present,software developer,Bangalore,f,30-04-1992 00:00,88.0,state board,2010,88.0,state board,7976,2.0,B.Tech/B.E.,computer science & engineering,70.12,7976,0,Andhra Pradesh,2014.0
98,201201099,0.8192,-0.5913,0.2366,-0.7603,-0.1295,635,495,495,0.670743151,455,-1,-1,-1,-1,-1,-1,470000,01-03-2011 00:00,present,senior systems engineer,Jaipur,m,10-10-1988 00:00,,cbse,2006,76.6,cbse,2992,2.0,B.Tech/B.E.,information technology,77.85,2992,1,Rajasthan,2010.0
99,201201100,-0.0154,0.8784,1.2396,1.2869,0.8637,440,425,370,0.23780284,415,-1,315,-1,-1,-1,-1,120000,01-05-2014 00:00,present,technical support executive,-1,m,30-06-1988 00:00,55.6,state board,2005,50.8,state board,9600,2.0,MCA,computer application,80.03,9600,1,West Bengal,2014.0
100,201201101,0.8463,1.0449,1.3933,-1.6289,-0.2859,475,470,415,0.911395278,595,-1,500,-1,-1,-1,-1,300000,01-03-2014 00:00,01-04-2014 00:00,business analyst,Bangalore,m,20-11-1992 00:00,75.0,state board,2008,72.0,state board,7024,2.0,B.Tech/B.E.,information technology,80.0,7024,0,Uttar Pradesh,2013.0
101,201201102,-0.1082,0.0328,-0.1988,0.2973,-0.7615,345,255,395,0.0587928,195,200,-1,-1,-1,-1,-1,205000,01-12-2011 00:00,present,electrical engineer,Chennai,m,05-03-1989 00:00,84.6,0,2006,66.5,0,2383,2.0,B.Tech/B.E.,electronics and electrical engineering,66.7,2383,1,Tamil Nadu,2010.0
102,201201103,1.7081,0.8784,1.547,-1.6289,-0.0943,605,510,515,-1.0,345,-1,346,-1,-1,-1,-1,310000,01-06-2013 00:00,present,software engineer,Pune,m,26-11-1989 00:00,79.0,state board,2008,76.4,state board,8942,2.0,B.Tech/B.E.,electronics and communication engineering,65.0,8942,0,Maharashtra,2012.0
103,201201104,-0.5116,0.8229,0.8809,0.0192,1.6302,250,305,385,0.10487136,275,-1,-1,-1,-1,-1,-1,300000,01-09-2014 00:00,present,qa analyst,-1,f,06-03-1991 00:00,62.0,cbse,2012,61.0,cbse,4420,2.0,B.Tech/B.E.,computer engineering,70.0,4420,0,Haryana,2013.0
104,201201105,-1.1644,-1.6191,-1.2196,-0.1076,-2.2021,465,595,605,0.793580615,495,-1,-1,-1,-1,-1,-1,460000,01-06-2013 00:00,present,technical support engineer,-1,m,08-04-1990 00:00,,state board,2007,61.0,state board,2096,2.0,M.Tech./M.E.,computer science & engineering,63.0,2096,0,Punjab,2013.0
105,201201106,0.8463,0.0459,-0.2974,-0.7415,-0.4776,350,590,570,0.493596387,415,324,-1,-1,-1,-1,-1,320000,01-03-2015 00:00,present,assistant system engineer,-1,m,13-08-1993 00:00,86.0,state board,2010,92.0,state board,4042,2.0,B.Tech/B.E.,electronics and communication engineering,72.0,4042,0,Andhra Pradesh,2014.0
106,201201107,0.8463,1.0449,0.01,-0.2344,0.4805,615,630,750,0.622642916,485,-1,407,-1,-1,-1,-1,340000,01-12-2014 00:00,01-05-2015 00:00,application developer,Navi Mumbai,f,14-08-1993 00:00,85.8,cbse,2010,65.8,cbse,6961,2.0,B.Tech/B.E.,information technology,69.7,6961,0,Uttar Pradesh,2014.0
107,201201108,-1.7389,-1.2861,-0.4511,0.7798,-1.8189,440,375,330,0.23780284,455,-1,315,-1,-1,-1,-1,120000,01-05-2014 00:00,01-01-2015 00:00,android developer,Noida,m,15-08-1992 00:00,68.4,state board,2008,61.0,state board,2950,2.0,B.Tech/B.E.,computer science & engineering,62.2,2950,1,Rajasthan,2013.0
108,201201109,0.2009,-0.2793,0.2366,1.4724,0.0284,275,365,395,0.525922584,415,-1,-1,-1,-1,-1,-1,100000,01-07-2011 00:00,01-05-2012 00:00,web developer,Noida,m,20-07-1985 00:00,51.0,up board,2004,48.0,up board,2243,2.0,MCA,computer application,59.0,2243,0,Uttar Pradesh,2010.0
109,201201110,-1.1644,0.2124,0.3174,0.9066,-0.4776,535,640,630,0.33878634700000004,-1,292,-1,-1,-1,-1,-1,510000,01-09-2014 00:00,present,application engineer,Noida,m,01-09-1991 00:00,79.6,cbse,2009,73.2,cbse,5666,2.0,B.Tech/B.E.,electronics and communication engineering,66.96,5666,1,Rajasthan,2014.0
110,201201111,-0.4463,-1.1196,-1.6807,-0.4879,-1.244,360,350,320,0.600643959,-1,-1,-1,-1,-1,-1,-1,300000,01-07-2012 00:00,present,production engineer,Indore,m,08-12-1989 00:00,63.4,state board,2008,63.0,state board,6394,2.0,B.Tech/B.E.,electronics & instrumentation eng,69.3,6394,0,Madhya Pradesh,2012.0
111,201201112,-0.1082,0.9688,0.8171,-0.8778,0.3444,515,505,454,0.704090412,465,-1,-1,-1,-1,-1,-1,480000,01-10-2011 00:00,01-04-2015 00:00,senior systems engineer,mysore,m,06-12-1989 00:00,86.53,board of secondary education(bse) orissa,2007,71.55,chse,6380,2.0,B.Tech/B.E.,computer engineering,78.5,6380,0,Orissa,2011.0
112,201201113,0.3555,1.2808,0.2366,1.3549,1.2923,485,545,385,0.635978756,445,-1,-1,-1,-1,-1,-1,170000,01-11-2011 00:00,01-05-2012 00:00,project coordinator,-1,f,10-04-1989 00:00,76.18,little jacky matric higher secondary school,2007,86.33,sda matric higher secondary school,3111,2.0,B.Tech/B.E.,computer engineering,73.46,3111,0,Tamil Nadu,2011.0
113,201201114,0.4155,0.3789,-0.1437,-0.7415,-0.2859,665,460,570,0.144789889,445,-1,284,-1,-1,-1,-1,340000,01-01-2015 00:00,present,software engineer,Hyderabad,m,18-04-1991 00:00,91.43,icse,2009,74.0,cbse,5988,2.0,B.Tech/B.E.,computer science & engineering,70.0,5988,1,Telangana,2016.0
114,201201115,-0.2628,-0.5913,0.2366,-0.1727,0.8183,455,605,625,0.916869961,555,-1,-1,-1,-1,-1,-1,640000,01-04-2010 00:00,present,programmer analyst,Bangalore,m,24-04-1987 00:00,,0,2004,71.3,0,5904,2.0,B.Tech/B.E.,information technology,67.0,5904,0,Madhya Pradesh,2009.0
115,201201116,0.4155,-0.7866,-1.2196,1.1601,-1.8189,510,535,605,0.81941653,505,-1,-1,-1,-1,-1,-1,330000,01-12-2013 00:00,01-04-2015 00:00,software engineer,Chennai,m,13-01-1992 00:00,76.17,state board,2009,72.0,cbse,8466,2.0,B.Tech/B.E.,computer science & engineering,78.0,8466,0,Rajasthan,2013.0
116,201201117,-0.0154,0.3789,0.6248,0.9066,0.6721,485,525,545,0.33878634700000004,-1,292,-1,-1,-1,-1,-1,225000,01-07-2014 00:00,01-07-2015 00:00,system engineer,THANE,m,25-12-1990 00:00,82.4,cbse,2010,72.0,cbse,7367,2.0,B.Tech/B.E.,electronics and communication engineering,64.06,7367,0,Uttar Pradesh,2014.0
117,201201118,0.8192,0.8128,-0.1988,0.1798,-0.2875,265,375,365,0.16563309199999998,305,-1,-1,-1,-1,-1,-1,180000,01-01-2011 00:00,01-03-2011 00:00,software developer,Noida,m,06-07-1985 00:00,58.0,uttar pradesh board,2004,57.6,uttar pradesh board,6527,2.0,B.Tech/B.E.,computer engineering,61.9,6527,0,Uttarakhand,2011.0
118,201201119,0.3555,0.6178,0.7083,0.2973,-0.2875,535,485,525,0.37605958700000003,-1,300,-1,-1,-1,393,-1,440000,01-10-2012 00:00,01-04-2015 00:00,application developer,Bangalore,f,28-09-1990 00:00,79.0,cbse,2007,83.4,cbse,7318,2.0,B.Tech/B.E.,electronics and communication engineering,72.7,7318,0,Jammu and Kashmir,2012.0
119,201201120,-0.0696,0.0328,-0.1988,0.0035,-0.9194,505,495,615,0.538386893,475,333,-1,-1,-1,-1,-1,305000,01-01-2014 00:00,01-04-2015 00:00,software engineer,Bangalore,f,15-09-1990 00:00,90.04,0,2008,75.16,0,5106,2.0,B.Tech/B.E.,electronics & instrumentation eng,77.0,5106,0,Karnataka,2012.0
120,201201121,-2.5811,-0.2012,0.5994,0.1798,0.1864,595,645,495,0.864685413,525,-1,-1,-1,-1,-1,-1,500000,01-10-2012 00:00,present,software engineer,Gurgaon,f,23-04-1991 00:00,76.0,cbse,2008,76.6,cbse,9278,2.0,B.Tech/B.E.,computer engineering,77.58,9278,0,Haryana,2012.0
121,201201122,-0.2628,0.3448,-0.1988,0.5323,0.6603,395,425,395,0.6557669429999999,-1,-1,-1,-1,-1,366,-1,270000,01-01-2013 00:00,01-10-2013 00:00,network engineer,Mysore,m,15-10-1988 00:00,60.4,cbse,2006,60.0,cbse,1662,2.0,B.Tech/B.E.,electronics and communication engineering,62.0,1662,0,Uttar Pradesh,2010.0
122,201201123,0.2718,1.0449,0.1637,0.1459,0.8637,475,435,430,0.81941653,505,-1,-1,-1,-1,-1,-1,300000,01-06-2014 00:00,present,java software engineer,Noida,m,29-01-1993 00:00,74.23,state board,2010,77.77,state board,2096,2.0,B.Tech/B.E.,computer science & engineering,75.6,2096,0,Punjab,2014.0
123,201201124,0.2009,1.1248,1.1074,-1.1128,0.9763,575,595,405,0.021066228,-1,-1,-1,206,-1,-1,-1,1200000,01-07-2010 00:00,01-07-2011 00:00,engineer trainee,Maharajganj,m,25-04-1988 00:00,59.8,icse,2006,60.25,isc,6009,2.0,B.Tech/B.E.,mechanical engineering,68.63,6009,0,Uttar Pradesh,2010.0
124,201201125,-0.159,-1.1196,1.2396,1.6672,0.6721,555,580,355,0.444617717,345,-1,-1,-1,393,-1,-1,315000,01-11-2014 00:00,present,programmer analyst,-1,f,06-02-1991 00:00,,cbse,2010,89.6,state board,2096,2.0,B.Tech/B.E.,electronics and electrical engineering,67.95,2096,0,Punjab,2014.0
125,201201126,0.1282,-0.2871,1.3933,0.653,-0.6692,605,325,515,0.8376207259999999,334,-1,-1,-1,500,-1,-1,300000,01-11-2014 00:00,01-03-2015 00:00,programmer analyst,Kolkata,m,19-03-1992 00:00,,cbse,2009,86.4,cbse,1977,2.0,B.Tech/B.E.,electrical engineering,65.7,1977,0,Jharkhand,2014.0
126,201201127,-1.0355,1.2028,0.3817,0.64983,-0.1295,495,385,505,0.9107701640000001,445,433,-1,-1,-1,260,-1,320000,01-03-2013 00:00,present,production engineer,New Delhi,m,19-01-1992 00:00,84.2,cbse,2009,67.0,cbse,8438,2.0,B.Tech/B.E.,electronics and communication engineering,69.88,8438,0,Uttar Pradesh,2013.0
127,201201128,0.51,0.5008,-0.4891,-0.8778,0.1864,585,505,605,0.670743151,455,-1,-1,-1,-1,-1,-1,180000,01-04-2013 00:00,present,sap consultant,Thiruvananthapuram,m,10-05-1990 00:00,86.4,cbse,2008,80.4,cbse,3433,2.0,B.Tech/B.E.,computer engineering,61.54,3433,0,Kerala,2012.0
128,201201129,-0.8809999999999999,-0.2793,-0.6343,-0.6428,-2.9731,515,555,425,0.600057182,435,-1,-1,-1,-1,-1,-1,675000,01-11-2011 00:00,present,senior software engineer,Noida,m,07-11-1988 00:00,60.0,0,2004,59.0,0,1837,2.0,B.Tech/B.E.,computer engineering,67.0,1837,0,Uttar Pradesh,2011.0
129,201201130,0.4155,-1.1196,0.7785,-0.1076,-0.2859,440,400,310,0.144789889,345,-1,284,-1,-1,-1,-1,120000,01-11-2014 00:00,01-04-2015 00:00,.net developer,Punchkula,m,14-11-1992 00:00,60.8,state board,2009,63.0,state board,7220,2.0,B.Tech/B.E.,information technology,68.0,7220,1,Tamil Nadu,2014.0
130,201201131,-0.159,0.0459,0.7785,-1.1218,-0.0943,520,450,575,0.744758354,545,-1,438,-1,-1,-1,-1,325000,01-09-2014 00:00,present,software engineer,Greater Noida,m,10-01-1992 00:00,82.8,cbse,2009,73.6,cbse,5183,2.0,B.Tech/B.E.,computer science & engineering,67.5,5183,1,Karnataka,2014.0
131,201201132,0.8192,-0.9033,-1.5776,-1.1128,-0.1295,535,525,530,0.735795709,475,-1,-1,-1,-1,-1,-1,350000,01-02-2014 00:00,01-04-2015 00:00,system engineer,Bangalore,m,20-04-1991 00:00,82.6,cbse,2009,63.6,cbse,9068,2.0,B.Tech/B.E.,information technology,71.0,9068,0,Uttarakhand,2013.0
132,201201133,1.1336,0.3789,0.6248,-1.8824,0.8637,500,460,235,0.08005528099999999,275,-1,253,-1,-1,-1,-1,205000,01-04-2014 00:00,present,quality analyst,Hyderabad,f,26-03-1992 00:00,74.0,state board,2009,61.1,state board,10090,2.0,B.Tech/B.E.,computer science & engineering,71.0,10090,1,Telangana,2013.0
133,201201134,-0.8809999999999999,-0.2793,0.9623,1.1199,0.1864,555,205,435,-1.0,-1,-1,-1,-1,-1,-1,-1,300000,01-06-2014 00:00,01-04-2015 00:00,marketing coordinator,Bhubaneshwar,m,10-10-1989 00:00,89.8,0,2007,66.6,0,4700,2.0,B.Tech/B.E.,electronics and communication engineering,55.33,4700,0,Orissa,2012.0
134,201201135,0.8463,0.2124,-0.1437,-1.2486,-1.0524,570,590,620,-1.0,335,-1,-1,-1,-1,-1,-1,325000,01-03-2014 00:00,01-04-2015 00:00,systems engineer,Pune ,f,30-06-1992 00:00,,state board,2009,86.8,state board,8200,2.0,B.Tech/B.E.,electronics and communication engineering,74.94,8200,1,Telangana,2013.0
135,201201136,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,370,410,470,0.842248322,415,-1,469,-1,-1,-1,-1,105000,01-12-2013 00:00,01-05-2014 00:00,system administrator,-1,m,05-07-1992 00:00,64.66,state board,2008,63.0,state board,2138,2.0,B.Tech/B.E.,information technology,67.0,2138,0,Uttar Pradesh,2013.0
136,201201137,-0.2628,0.0328,-1.5051,-0.6428,1.1343,505,555,554,0.9107701640000001,275,433,-1,-1,-1,313,-1,250000,01-11-2010 00:00,present,senior engineer,Greater Noida,m,12-05-1989 00:00,78.0,cbse,2006,77.0,cbse,2299,2.0,B.Tech/B.E.,electronics and communication engineering,68.64,2299,0,Uttar Pradesh,2010.0
137,201201138,-1.0355,0.3448,0.8171,0.6498,-0.4455,535,445,465,0.735795709,475,-1,-1,-1,-1,-1,-1,340000,01-04-2013 00:00,01-04-2015 00:00,software engineer,Gurgaon,m,27-11-1989 00:00,77.8,cbse,2007,79.6,cbse,1452,1.0,B.Tech/B.E.,information technology,70.12,1452,1,Delhi,2011.0
138,201201139,0.8463,0.7119,0.4711,1.1601,0.4805,380,355,210,0.144789889,285,-1,284,-1,-1,-1,-1,195000,01-10-2014 00:00,01-01-2015 00:00,business development managerde,coimbatore,m,04-05-1991 00:00,79.6,matriculation,2011,87.58,0,6940,2.0,B.Tech/B.E.,information technology,6.63,6940,0,Tamil Nadu,2014.0
139,201201140,0.2718,0.3789,-0.6048,-0.7415,0.0973,735,510,585,0.725984148,-1,-1,-1,438,-1,-1,-1,320000,01-07-2014 00:00,present,engineer,Noida,m,13-11-1991 00:00,89.5,cbse,2010,81.4,cbse,1844,2.0,B.Tech/B.E.,mechanical engineering,60.0,1844,0,Punjab,2014.0
140,201201141,1.5644,0.7119,1.2396,-2.3895,1.247,765,605,665,0.7553751209999999,-1,-1,-1,446,-1,-1,-1,360000,01-03-2014 00:00,present,assistant system engineer,Noida,m,05-06-1991 00:00,81.2,cbse,2009,76.4,cbse,8984,2.0,B.Tech/B.E.,mechanical engineering,72.3,8984,0,Uttar Pradesh,2013.0
141,201201142,0.99,0.3789,-0.2974,-1.1218,-1.244,325,530,405,0.356536488,275,-1,346,-1,-1,-1,-1,145000,01-09-2013 00:00,01-04-2014 00:00,network administrator,-1,m,29-06-1992 00:00,80.0,state board,2009,89.0,state board,5533,2.0,B.Tech/B.E.,computer science & engineering,62.0,5533,1,Telangana,2013.0
142,201201143,-2.3134,-0.1206,-0.2974,0.1459,-1.6273,525,435,405,0.744758354,415,-1,438,-1,-1,-1,-1,100000,01-10-2014 00:00,01-01-2015 00:00,web developer,Mysore,m,16-01-1993 00:00,78.0,state board,2012,62.0,state board,6100,2.0,B.Tech/B.E.,information science engineering,60.0,6100,0,Karnataka,2014.0
143,201201144,0.0464,0.0328,-0.1988,-0.1727,1.6082,335,335,405,0.37605958700000003,275,300,-1,-1,-1,-1,-1,325000,01-07-2011 00:00,01-04-2015 00:00,project engineer,Dhanbad,m,15-01-1986 00:00,72.0,icse,2004,62.0,icse,2516,2.0,B.Tech/B.E.,electronics and electrical engineering,53.0,2516,1,Maharashtra,2010.0
144,201201145,0.1282,0.0459,0.1637,0.2727,-0.2859,545,475,485,0.37605958700000003,-1,300,-1,-1,-1,-1,-1,385000,01-06-2013 00:00,present,engineer,-1,m,12-06-1992 00:00,,cbse,2008,66.66,cbse,1620,2.0,B.Tech/B.E.,electrical engineering,65.02,1620,0,Uttar Pradesh,2013.0
145,201201146,0.8463,-0.2871,0.01,0.2727,0.0973,395,400,390,0.486747008,305,-1,376,-1,-1,-1,-1,120000,01-11-2014 00:00,present,software test engineer,Noida,m,28-09-1991 00:00,60.0,state board,2009,47.0,state board,6499,2.0,B.Tech/B.E.,information technology,59.9,6499,0,Uttar Pradesh,2014.0
146,201201147,1.1336,1.5444,1.547,-1.7556,-0.0943,490,470,585,0.953899775,475,-1,530,-1,-1,-1,-1,235000,01-07-2014 00:00,present,java software engineer,Mumbai,f,09-02-1992 00:00,91.12,state board,2010,72.0,state board,5827,2.0,B.Tech/B.E.,computer science & engineering,74.0,5827,1,West Bengal,2014.0
147,201201148,-1.8825,-0.7866,0.3174,1.0333,-1.8189,475,630,810,0.974396113,615,-1,-1,-1,-1,-1,-1,615000,01-06-2013 00:00,present,quality engineer,Noida,m,15-08-1993 00:00,80.0,state board,2009,77.2,cbse,1620,2.0,B.Tech/B.E.,information technology,76.76,1620,0,Uttar Pradesh,2013.0
148,201201149,-0.7335,-0.9531,0.6248,0.2727,-1.8189,405,400,430,0.538386893,385,333,-1,-1,-1,-1,-1,105000,01-11-2014 00:00,01-02-2014 00:00,web developer,Hyderabad,m,03-11-1991 00:00,73.08,state board,2009,71.2,state board,8130,2.0,B.Tech/B.E.,electronics and communication engineering,64.46,8130,1,Telangana,2013.0
149,201201150,0.4155,-0.1206,-0.2974,1.1601,0.0973,455,560,630,0.04099931,495,-1,223,-1,-1,-1,-1,290000,01-07-2014 00:00,present,software developer,Bangalore,f,09-05-1990 00:00,88.6,cbse,2009,78.0,cbse,7332,2.0,B.Tech/B.E.,computer science & engineering,84.0,7332,1,West Bengal,2014.0
150,201201151,-1.1644,-0.2871,0.6248,0.1459,-0.0943,335,535,400,0.486747008,395,-1,376,-1,-1,-1,-1,145000,01-04-2014 00:00,present,php developer,Lucknow,m,19-11-1991 00:00,72.0,cbse,2009,54.0,cbse,2397,2.0,B.Tech/B.E.,computer science & engineering,64.0,2397,0,Uttar Pradesh,2014.0
